Installed Asset Serial Number,Ticket Number,Title,Installed Asset,Status,Resources,Client,Total Hours Worked,Contract,Priority,Created,Due,Billed Hours,Classification,Queue,Role
NXH8WAA001916128AA7600,T20220908.0075,Acer C733T-C8SZ Chromebook,Acer C733T-C8SZ Chromebook,Waiting Verification,"Meszewski, Arthur (primary)",School District of Menasha,1.50,Menasha - ADP - Acer C733T - $100,Low,09/08/2022 08:40 AM,09/21/2022 11:00 PM,1.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8WAA00191702CBE7600,T20220908.0076,Acer C733T-C8SZ Chromebook,Acer C733T-C8SZ Chromebook,Waiting Verification,"Xiong, Shuelang (primary)",School District of Menasha,1.50,Menasha - ADP - Acer C733T - $100,Low,09/08/2022 08:40 AM,09/21/2022 11:00 PM,1.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8WAA001917023F17600,T20220908.0077,Acer C733T-C8SZ Chromebook,Acer C733T-C8SZ Chromebook,Waiting Verification,"Palicka, Curtis (primary)",School District of Menasha,0.50,Menasha - ADP - Acer C733T - $100,Low,09/08/2022 08:40 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8WAA001916128DD7600,T20220908.0078,Acer C733T-C8SZ Chromebook,Acer C733T-C8SZ Chromebook,Waiting Verification,"Fera, Anthony (primary)",School District of Menasha,0.75,Menasha - ADP - Acer C733T - $100,Low,09/08/2022 08:40 AM,09/21/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8WAA001916128F67600,T20220908.0079,Acer C733T-C8SZ Chromebook,Acer C733T-C8SZ Chromebook,Waiting Verification,"Fera, Anthony (primary)",School District of Menasha,0.83,Menasha - ADP - Acer C733T - $100,Low,09/08/2022 08:40 AM,09/21/2022 11:00 PM,0.83,ChromeCare Client,Client Portal,Client Service Engineer L1
9LRG173,T20220908.0080,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Waiting Verification,"Nadolny, Thomas (primary) | Sanchez, Rolando",School District of Thornton Fractional 215,0.73,Thornton Fractional - ADP - Dell 3100,Low,09/08/2022 08:43 AM,09/21/2022 11:00 PM,0.73,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD8450LCF,T20220908.0081,HP Chromebook 11 G6 EE 4GB/16GB,HP Chromebook 11 G6 EE 4GB/16GB,Repaired,"Young, William (primary) | Sanchez, Rolando",School District of Stoughton,2.32,Stoughton - ADP - HP 11 G6 EE,Low,09/08/2022 08:45 AM,09/21/2022 11:00 PM,2.32,ChromeCare Client,Client Portal,Client Service Engineer L1
MP1WQ7XB,T20220908.0082,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Waiting Repair,,School District of Fort Atkinson,0.00,Fort Atkinson - ADP - Lenovo 100e G2,Low,09/08/2022 08:47 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P203SAJP,T20220908.0083,Lenovo 500e Chromebook,Lenovo 500e Chromebook,Waiting Verification,"Coluccio, Kasey (primary) | Sanchez, Rolando",School District of Hartford - Union High School,1.50,Hartford - ADP - Lenovo 500e - $100,Low,09/08/2022 08:47 AM,09/21/2022 11:00 PM,1.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA00211011AD47611,T20220908.0084,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Yan, Jerry (primary)",School District of Lemont-Bromberek 113A,0.50,Lemont 113A - ADP - Acer R752T - $100,Low,09/08/2022 08:49 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
MP1WQ5PV,T20220908.0085,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Repaired,"York, Brenan (primary)",School District of Fort Atkinson,0.33,Fort Atkinson - ADP - Lenovo 100e G2,Low,09/08/2022 08:53 AM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
M9NXCV05U060369,T20220908.0086,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Repaired,"Hagert, Paul (primary)",School District of Oshkosh,0.50,Oshkosh - ADP - Asus CX5400FMA - $100,Low,09/08/2022 08:53 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
M9NXCV04Y210368,T20220908.0087,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Waiting Repair,,School District of Oshkosh,0.00,Oshkosh - ADP - Asus CX5400FMA - $100,Low,09/08/2022 08:53 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
M7NXCV20J63529G,T20220908.0088,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Repaired,"Hagert, Paul (primary)",School District of Oshkosh,0.50,Oshkosh - ADP - Asus CX5400FMA - $100,Low,09/08/2022 08:53 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
M7NXCV20J644298,T20220908.0089,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Deprovision Required,"Hagert, Paul (primary)",School District of Oshkosh,0.33,Oshkosh - ADP - Asus CX5400FMA - $100,Low,09/08/2022 08:53 AM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
M9NXCV05U137368,T20220908.0090,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Waiting Repair,"Kundert, Austin (primary)",School District of Oshkosh,0.00,Oshkosh - ADP - Asus CX5400FMA - $100,Low,09/08/2022 08:53 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
M8NXCV129341335,T20220908.0091,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Repaired,"Hagert, Paul (primary)",School District of Oshkosh,0.42,Oshkosh - ADP - Asus CX5400FMA - $100,Low,09/08/2022 08:53 AM,09/21/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
M8NXCV129268333,T20220908.0092,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Repaired,"Schaefer, Joshua (primary)",School District of Oshkosh,1.50,Oshkosh - ADP - Asus CX5400FMA - $100,Low,09/08/2022 08:53 AM,09/21/2022 11:00 PM,1.50,ChromeCare Client,Client Portal,Client Service Engineer L1
M9NXCV04Y287362,T20220908.0093,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Repaired,"Hagert, Paul (primary)",School District of Oshkosh,0.50,Oshkosh - ADP - Asus CX5400FMA - $100,Low,09/08/2022 08:53 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
M8NXCV12924133H,T20220908.0094,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Repaired,"Hagert, Paul (primary)",School District of Oshkosh,0.50,Oshkosh - ADP - Asus CX5400FMA - $100,Low,09/08/2022 08:53 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
P2081NL2,T20220908.0095,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Complete,"Julsrud, Matthew (primary)",School District of Bradley Bourbonnais 307,0.00,Bradley - ADP - Lenovo 100e G2 MTK,Low,09/08/2022 08:56 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
HFFDRK3,T20220908.0096,Dell 3100 N4020 2-in-1 - 4GB/32GB - Single Camera,Dell 3100 N4020 2-in-1 - 4GB/32GB - Single Camera,Waiting Pickup,,School District of Dixon 170,0.00,Dixon - ADP - Dell 3100 - NO DED,Low,09/08/2022 08:59 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXGNZAA0029170C1967600,T20220908.0097,Acer C771-C4TM Chromebook,Acer C771-C4TM Chromebook,Waiting Repair,"Kundert, Austin (primary)",School District of De Forest,0.00,De Forest - ADP - Acer C771,Low,09/08/2022 09:03 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA00111722A9B7600,T20220908.0098,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"Rademan, Zachary (primary)",School District of Sheboygan,0.50,Sheboygan - ADP - Acer C722,Low,09/08/2022 09:14 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHQFAA0011121E5577600,T20220908.0099,Acer C871T-C5YF 5205U - 4GB/32GB,Acer C871T-C5YF 5205U - 4GB/32GB,Waiting Verification,"Rademan, Zachary (primary)",School District of Sheboygan,0.75,Sheboygan - ADP - Acer C871T - No Deductible,Low,09/08/2022 09:14 AM,09/21/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA00111722B9B7600,T20220908.0100,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"Rosas-Soto, Alejandro (primary)",School District of Sheboygan,0.67,Sheboygan - ADP - Acer C722,Low,09/08/2022 09:14 AM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHQFAA0011121E5547600,T20220908.0101,Acer C871T-C5YF 5205U - 4GB/32GB,Acer C871T-C5YF 5205U - 4GB/32GB,Waiting Verification,"Rademan, Zachary (primary)",School District of Sheboygan,0.25,Sheboygan - ADP - Acer C871T - No Deductible,Low,09/08/2022 09:14 AM,09/21/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001120224927600,T20220908.0102,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"Yan, Jerry (primary)",School District of Sheboygan,0.12,Sheboygan - ADP - Acer C722,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,0.12,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA00111722BCF7600,T20220908.0103,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"Yan, Jerry (primary)",School District of Sheboygan,0.13,Sheboygan - ADP - Acer C722,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,0.13,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA00292028C287600,T20220908.0104,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Verification,"Palicka, Curtis (primary)",School District of Franklin,0.67,Franklin - ADP - Acer C733-C37P ,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH93AA001921081DD7600,T20220908.0105,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Waiting Parts,"Vue, Ricky (primary)",School District of Franklin,1.72,Franklin - ADP - Acer R752TN-C2J5 - $100,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,1.72,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH93AA0019211D0E57600,T20220908.0106,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Waiting Verification,"Zera, Austin (primary)",School District of Franklin,0.48,Franklin - ADP - Acer R752TN-C2J5 - $100,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,0.48,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPXAA0030170EAD17600,T20220908.0107,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Waiting Parts,"Rodriguez, Juan (primary)",School District of Franklin,0.50,Franklin - ADP - Acer R752TN-C5J5 - $100,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH93AA00192107D927600,T20220908.0108,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Waiting Parts,"Zera, Austin (primary)",School District of Franklin,0.25,Franklin - ADP - Acer R752TN-C2J5 - $100,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH93AA0019211CD947600,T20220908.0109,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Waiting Verification,"Hagert, Paul (primary)",School District of Franklin,1.00,Franklin - ADP - Acer R752TN-C2J5 - $100,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA0060383F2097611,T20220908.0110,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Verification,"Palicka, Curtis (primary)",School District of Franklin,0.50,Franklin - ADP - Acer C733,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH93AA0019211D0757600,T20220908.0111,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Waiting Parts,"Yan, Jerry (primary)",School District of Franklin,0.25,Franklin - ADP - Acer R752TN-C2J5 - $100,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8WAA0031071CB8F7611,T20220908.0112,Acer C733T-C962 N4020 - 4GB/32GB,Acer C733T-C962 N4020 - 4GB/32GB,Waiting Verification,"Palicka, Curtis (primary)",School District of Franklin,0.42,Franklin - ADP - Acer C733T - $100,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPXAA003015032B97600,T20220908.0113,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Waiting Verification,"Moua, Hue (primary)",School District of Franklin,1.17,Franklin - ADP - Acer R752TN-C5J5 - $100,Low,09/08/2022 09:15 AM,09/21/2022 11:00 PM,1.17,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD0102256,T20220908.0114,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Verification,"York, Laquell (primary)",School District of Fox Point-Bayside,0.50,Fox Point - ADP - HP 11 G8 EE - $100,Low,09/08/2022 09:17 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
P204GZA1,T20220908.0115,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Repaired,"Bujny, Adam (primary)",Valley Christian School,1.00,Valley Christian - ADP - Lenovo 100e Gen 2,Low,09/08/2022 09:17 AM,09/21/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD111078B,T20220908.0116,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Complete,"Guerrero, Saul (primary)",School District of Mauston,0.50,Mauston - ADP - HP 11 G8 EE,Low,09/08/2022 09:19 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA00292712D777600,T20220908.0117,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,In Progress,"Bourn, Jeffrey (primary)",School District of Oshkosh,0.58,Oshkosh - ADP - Acer C733,Low,09/08/2022 09:23 AM,09/21/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8WAA0019161290C7600,T20220908.0118,Acer C733T-C8SZ Chromebook,Acer C733T-C8SZ Chromebook,Waiting Verification,"Fera, Anthony (primary)",School District of Menasha,0.92,Menasha - ADP - Acer C733T - $100,Low,09/08/2022 09:26 AM,09/21/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8WAA00191708E757600,T20220908.0119,Acer C733T-C8SZ Chromebook,Acer C733T-C8SZ Chromebook,Waiting Verification,"Xiong, Shuelang (primary)",School District of Menasha,1.25,Menasha - ADP - Acer C733T - $100,Low,09/08/2022 09:26 AM,09/21/2022 11:00 PM,1.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8WAA00191701FD17600,T20220908.0120,Acer C733T-C8SZ Chromebook,Acer C733T-C8SZ Chromebook,Waiting Verification,"Fera, Anthony (primary)",School District of Menasha,0.75,Menasha - ADP - Acer C733T - $100,Low,09/08/2022 09:26 AM,09/21/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8WAA001916128377600,T20220908.0121,Acer C733T-C8SZ Chromebook,Acer C733T-C8SZ Chromebook,Waiting Verification,"Xiong, Shuelang (primary)",School District of Menasha,1.08,Menasha - ADP - Acer C733T - $100,Low,09/08/2022 09:26 AM,09/21/2022 11:00 PM,1.08,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA0021031F9137611,T20220908.0122,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Repair,,School District of Oak Lawn Hometown 123,0.00,Oak Lawn - ADP - Acer R752T - NO DED,Low,09/08/2022 09:31 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXATTAA001141116127611,T20220908.0123,Acer C733T-C6Z6 N4020 - 4GB/32GB - nSDR,Acer C733T-C6Z6 N4020 - 4GB/32GB - nSDR,Waiting Verification,"Krueger, Erik (primary)",School District of Menasha,1.67,Menasha - ADP - Acer C733T - $100,Low,09/08/2022 09:31 AM,09/21/2022 11:00 PM,1.67,ChromeCare Client,Client Portal,Client Service Engineer L1
P205VGBE,T20220908.0124,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Waiting Repair,"Julsrud, Matthew (primary)",School District of Lockport Township 205,0.00,Lockport - ADP - Lenovo 500e G2 - $100,Low,09/08/2022 09:32 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD0252TRR,T20220908.0125,HP x360 11 G3 EE N4020 - 4GB/32GB - Dual Camera - No Stylus,HP x360 11 G3 EE N4020 - 4GB/32GB - Dual Camera - No Stylus,Waiting Repair,"Kundert, Austin (primary)",School District of Richland,0.00,Richland - ADP - HP x360 G3 - $100,Low,09/08/2022 09:34 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD0125ZBR,T20220908.0126,HP 14 G6 N4020 - 4GB/32GB,HP 14 G6 N4020 - 4GB/32GB,Repaired,"Guerrero, Saul (primary)",School District of Richland,1.00,Richland - ADP - HP 14 G6 N4020 - $100,Low,09/08/2022 09:35 AM,09/21/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
PF30XL5M,T20220908.0127,Lenovo 100e Gen 2 N4020 - 4GB/32GB - No SD Reader,Lenovo 100e Gen 2 N4020 - 4GB/32GB - No SD Reader,Complete,"Julsrud, Matthew (primary)",School District of Whitnall,0.00,Whitnall - ADP - Lenovo 100e G2,Low,09/08/2022 09:37 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5M6F0X2,T20220908.0128,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Repaired,"Loether, Marshall (primary)",School District of Homer 33C,1.00,Homer - ADP - Dell 3100,Low,09/08/2022 09:38 AM,09/21/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA002016103DA7600,T20220908.0129,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Verification,"York, Laquell (primary)",School District of Oak Lawn Hometown 123,0.67,Oak Lawn - ADP - Acer R752T - NO DED,Low,09/08/2022 09:38 AM,09/21/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001120227767600,T20220908.0130,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"York, Laquell (primary)",School District of Sheboygan,0.33,Sheboygan - ADP - Acer C722,Low,09/08/2022 09:39 AM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001120201A07600,T20220908.0131,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"York, Brenan (primary)",School District of Sheboygan,0.33,Sheboygan - ADP - Acer C722,Low,09/08/2022 09:39 AM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001120201BA7600,T20220908.0132,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"Moua, Hue (primary)",School District of Sheboygan,0.50,Sheboygan - ADP - Acer C722,Low,09/08/2022 09:39 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001120211737600,T20220908.0133,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Verification,"York, Brenan (primary)",School District of Sheboygan,0.33,Sheboygan - ADP - Acer C722,Low,09/08/2022 09:40 AM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
NXA6UAA001117179997600,T20220908.0134,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Repaired,"York, Brenan (primary)",School District of De Forest,0.33,De Forest - ADP - Acer C722,Low,09/08/2022 09:40 AM,09/21/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
3VPB9FANA42777Z,T20220908.0135,Samsung 4 N4000 - 4GB/32GB,Samsung 4 N4000 - 4GB/32GB,Complete,"Schaefer, Joshua (primary)",Siena Catholic Schools,0.92,Siena - ADP - Samsung 4,Low,09/08/2022 09:40 AM,09/22/2022 06:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
BYS8353,T20220908.0136,Dell Latitude 5400 i5-8265U - 8GB/500GB,Dell Latitude 5400 i5-8265U - 8GB/500GB,Waiting Pickup,,School District of Little Rock ,0.00,Little Rock - ADP - Dell Latitude 5400,Low,09/08/2022 09:42 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD1160P8M,T20220908.0137,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Verification,"McClain, Anastasia (primary)",School District of Green Lake,0.58,Green Lake - ADP - HP 11 G8 EE,Low,09/08/2022 09:42 AM,09/21/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA00211011A227611,T20220908.0138,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Eslit, Arnd (primary)",School District of Lemont-Bromberek 113A,0.83,Lemont 113A - ADP - Acer R752T - $100,Low,09/08/2022 09:45 AM,09/21/2022 11:00 PM,0.83,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA0021031F8547611,T20220908.0139,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Repair,,School District of Oak Lawn Hometown 123,0.00,Oak Lawn - ADP - Acer R752T - NO DED,Low,09/08/2022 09:46 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
MP21BMFW,T20220908.0140,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera - No SD Reader,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera - No SD Reader,Repaired,"Zera, Austin (primary)",School District of Bedford Central,0.50,Bedford - ADP - Lenovo 300e Gen 2 - $100,Low,09/08/2022 09:47 AM,09/21/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
P208GVCW,T20220908.0141,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Complete,"Julsrud, Matthew (primary)",School District of Elmhurst 205,0.00,Elmhurst - ADP - Lenovo 500e G2 - $100,Low,09/08/2022 09:48 AM,09/21/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
